2023-05-21 18:39: Experiment log path in: C:\旧电脑文件\毕业相关\第二个模型\TATCN\TARGCN\model\experiments\PEMSD4\20230521183948
2023-05-21 22:13: **********Train Epoch 132: averaged Loss: 17.922583, tf_ratio: 1.000000
2023-05-21 22:13: **********Val Epoch 132: average Loss: 19.671144
2023-05-21 22:13: Train Epoch 133: 0/317 Loss: 18.350363
2023-05-21 22:14: Train Epoch 133: 20/317 Loss: 16.830902
2023-05-21 22:14: Train Epoch 133: 40/317 Loss: 18.724485
2023-05-21 22:14: Train Epoch 133: 60/317 Loss: 19.080984
2023-05-21 22:14: Train Epoch 133: 80/317 Loss: 18.781403
2023-05-21 22:14: Train Epoch 133: 100/317 Loss: 18.813559
2023-05-21 22:14: Train Epoch 133: 120/317 Loss: 18.128077
2023-05-21 22:14: Train Epoch 133: 140/317 Loss: 16.918201
2023-05-21 22:14: Train Epoch 133: 160/317 Loss: 17.790627
2023-05-21 22:14: Train Epoch 133: 180/317 Loss: 19.964211
2023-05-21 22:14: Train Epoch 133: 200/317 Loss: 18.267725
2023-05-21 22:14: Train Epoch 133: 220/317 Loss: 19.803425
2023-05-21 22:15: Train Epoch 133: 240/317 Loss: 17.728895
2023-05-21 22:15: Train Epoch 133: 260/317 Loss: 18.698494
2023-05-21 22:15: Train Epoch 133: 280/317 Loss: 15.005179
2023-05-21 22:15: Train Epoch 133: 300/317 Loss: 17.793537
2023-05-21 22:15: **********Train Epoch 133: averaged Loss: 17.956488, tf_ratio: 1.000000
2023-05-21 22:15: **********Val Epoch 133: average Loss: 19.421344
2023-05-21 22:15: Train Epoch 134: 0/317 Loss: 18.767092
2023-05-21 22:15: Train Epoch 134: 20/317 Loss: 17.119974
2023-05-21 22:15: Train Epoch 134: 40/317 Loss: 19.042307
2023-05-21 22:15: Train Epoch 134: 60/317 Loss: 19.502678
2023-05-21 22:15: Train Epoch 134: 80/317 Loss: 17.880816
2023-05-21 22:16: Train Epoch 134: 100/317 Loss: 17.352823
2023-05-21 22:16: Train Epoch 134: 120/317 Loss: 18.645605
2023-05-21 22:16: Train Epoch 134: 140/317 Loss: 19.314638
2023-05-21 22:16: Train Epoch 134: 160/317 Loss: 18.022411
2023-05-21 22:16: Train Epoch 134: 180/317 Loss: 18.522577
2023-05-21 22:16: Train Epoch 134: 200/317 Loss: 18.724619
2023-05-21 22:16: Train Epoch 134: 220/317 Loss: 18.852617
2023-05-21 22:16: Train Epoch 134: 240/317 Loss: 15.588327
2023-05-21 22:16: Train Epoch 134: 260/317 Loss: 18.025824
2023-05-21 22:16: Train Epoch 134: 280/317 Loss: 17.471973
2023-05-21 22:17: Train Epoch 134: 300/317 Loss: 15.754246
2023-05-21 22:17: **********Train Epoch 134: averaged Loss: 17.880788, tf_ratio: 1.000000
2023-05-21 22:17: **********Val Epoch 134: average Loss: 19.540573
2023-05-21 22:17: Train Epoch 135: 0/317 Loss: 16.663475
2023-05-21 22:17: Train Epoch 135: 20/317 Loss: 16.701048
2023-05-21 22:17: Train Epoch 135: 40/317 Loss: 16.332214
2023-05-21 22:17: Train Epoch 135: 60/317 Loss: 19.919535
2023-05-21 22:17: Train Epoch 135: 80/317 Loss: 17.695196
2023-05-21 22:17: Train Epoch 135: 100/317 Loss: 17.474783
2023-05-21 22:17: Train Epoch 135: 120/317 Loss: 17.205263
2023-05-21 22:17: Train Epoch 135: 140/317 Loss: 16.900209
2023-05-21 22:18: Train Epoch 135: 160/317 Loss: 18.203339
2023-05-21 22:18: Train Epoch 135: 180/317 Loss: 18.616852
2023-05-21 22:18: Train Epoch 135: 200/317 Loss: 17.799034
2023-05-21 22:18: Train Epoch 135: 220/317 Loss: 19.146660
2023-05-21 22:18: Train Epoch 135: 240/317 Loss: 19.323875
2023-05-21 22:18: Train Epoch 135: 260/317 Loss: 18.939882
2023-05-21 22:18: Train Epoch 135: 280/317 Loss: 18.876320
2023-05-21 22:18: Train Epoch 135: 300/317 Loss: 18.094624
2023-05-21 22:18: **********Train Epoch 135: averaged Loss: 18.049890, tf_ratio: 1.000000
2023-05-21 22:18: **********Val Epoch 135: average Loss: 19.445041
2023-05-21 22:18: Train Epoch 136: 0/317 Loss: 18.188858
2023-05-21 22:19: Train Epoch 136: 20/317 Loss: 18.463259
2023-05-21 22:19: Train Epoch 136: 40/317 Loss: 17.188030
2023-05-21 22:19: Train Epoch 136: 60/317 Loss: 18.018526
2023-05-21 22:19: Train Epoch 136: 80/317 Loss: 16.329239
2023-05-21 22:19: Train Epoch 136: 100/317 Loss: 17.655645
2023-05-21 22:19: Train Epoch 136: 120/317 Loss: 15.648733
2023-05-21 22:19: Train Epoch 136: 140/317 Loss: 19.676744
2023-05-21 22:19: Train Epoch 136: 160/317 Loss: 18.899582
2023-05-21 22:19: Train Epoch 136: 180/317 Loss: 16.762592
2023-05-21 22:19: Train Epoch 136: 200/317 Loss: 19.575089
2023-05-21 22:20: Train Epoch 136: 220/317 Loss: 18.606300
2023-05-21 22:20: Train Epoch 136: 240/317 Loss: 18.095921
2023-05-21 22:20: Train Epoch 136: 260/317 Loss: 17.201273
2023-05-21 22:20: Train Epoch 136: 280/317 Loss: 17.992994
2023-05-21 22:20: Train Epoch 136: 300/317 Loss: 18.441498
2023-05-21 22:20: **********Train Epoch 136: averaged Loss: 17.877699, tf_ratio: 1.000000
2023-05-21 22:20: **********Val Epoch 136: average Loss: 19.421488
2023-05-21 22:20: Train Epoch 137: 0/317 Loss: 17.372929
2023-05-21 22:20: Train Epoch 137: 20/317 Loss: 17.266787
2023-05-21 22:20: Train Epoch 137: 40/317 Loss: 18.063883
2023-05-21 22:20: Train Epoch 137: 60/317 Loss: 19.369503
2023-05-21 22:21: Train Epoch 137: 80/317 Loss: 18.171133
2023-05-21 22:21: Train Epoch 137: 100/317 Loss: 16.320425
2023-05-21 22:21: Train Epoch 137: 120/317 Loss: 16.619293
2023-05-21 22:21: Train Epoch 137: 140/317 Loss: 19.609936
2023-05-21 22:21: Train Epoch 137: 160/317 Loss: 16.862696
2023-05-21 22:21: Train Epoch 137: 180/317 Loss: 17.058622
2023-05-21 22:21: Train Epoch 137: 200/317 Loss: 19.014019
2023-05-21 22:21: Train Epoch 137: 220/317 Loss: 17.050835
2023-05-21 22:21: Train Epoch 137: 240/317 Loss: 17.134041
2023-05-21 22:21: Train Epoch 137: 260/317 Loss: 17.757490
2023-05-21 22:22: Train Epoch 137: 280/317 Loss: 17.604092
2023-05-21 22:22: Train Epoch 137: 300/317 Loss: 19.455780
2023-05-21 22:22: **********Train Epoch 137: averaged Loss: 17.920971, tf_ratio: 1.000000
2023-05-21 22:22: **********Val Epoch 137: average Loss: 19.743335
2023-05-21 22:22: Train Epoch 138: 0/317 Loss: 16.848682
2023-05-21 22:22: Train Epoch 138: 20/317 Loss: 19.244745
2023-05-21 22:22: Train Epoch 138: 40/317 Loss: 18.419081
2023-05-21 22:22: Train Epoch 138: 60/317 Loss: 17.432167
2023-05-21 22:22: Train Epoch 138: 80/317 Loss: 15.486018
2023-05-21 22:22: Train Epoch 138: 100/317 Loss: 17.356033
2023-05-21 22:22: Train Epoch 138: 120/317 Loss: 18.312315
2023-05-21 22:23: Train Epoch 138: 140/317 Loss: 17.055458
2023-05-21 22:23: Train Epoch 138: 160/317 Loss: 18.710487
2023-05-21 22:23: Train Epoch 138: 180/317 Loss: 18.935871
2023-05-21 22:23: Train Epoch 138: 200/317 Loss: 18.566492
2023-05-21 22:23: Train Epoch 138: 220/317 Loss: 17.828918
2023-05-21 22:23: Train Epoch 138: 240/317 Loss: 15.993909
2023-05-21 22:23: Train Epoch 138: 260/317 Loss: 17.783634
2023-05-21 22:23: Train Epoch 138: 280/317 Loss: 17.480690
2023-05-21 22:23: Train Epoch 138: 300/317 Loss: 19.242498
2023-05-21 22:23: **********Train Epoch 138: averaged Loss: 17.918105, tf_ratio: 1.000000
2023-05-21 22:24: **********Val Epoch 138: average Loss: 19.595828
2023-05-21 22:24: Train Epoch 139: 0/317 Loss: 19.827497
2023-05-21 22:24: Train Epoch 139: 20/317 Loss: 18.533537
2023-05-21 22:24: Train Epoch 139: 40/317 Loss: 17.359875
2023-05-21 22:24: Train Epoch 139: 60/317 Loss: 17.344122
2023-05-21 22:24: Train Epoch 139: 80/317 Loss: 17.726877
2023-05-21 22:24: Train Epoch 139: 100/317 Loss: 17.806757
2023-05-21 22:24: Train Epoch 139: 120/317 Loss: 18.045523
2023-05-21 22:24: Train Epoch 139: 140/317 Loss: 16.577879
2023-05-21 22:24: Train Epoch 139: 160/317 Loss: 19.285875
2023-05-21 22:24: Train Epoch 139: 180/317 Loss: 19.018446
2023-05-21 22:25: Train Epoch 139: 200/317 Loss: 17.940737
2023-05-21 22:25: Train Epoch 139: 220/317 Loss: 18.603247
2023-05-21 22:25: Train Epoch 139: 240/317 Loss: 16.830109
2023-05-21 22:25: Train Epoch 139: 260/317 Loss: 15.638490
2023-05-21 22:25: Train Epoch 139: 280/317 Loss: 18.564596
2023-05-21 22:25: Train Epoch 139: 300/317 Loss: 16.481710
2023-05-21 22:25: **********Train Epoch 139: averaged Loss: 17.844142, tf_ratio: 1.000000
2023-05-21 22:25: **********Val Epoch 139: average Loss: 19.485495
2023-05-21 22:25: Train Epoch 140: 0/317 Loss: 18.162287
2023-05-21 22:25: Train Epoch 140: 20/317 Loss: 17.604166
2023-05-21 22:25: Train Epoch 140: 40/317 Loss: 19.799120
2023-05-21 22:26: Train Epoch 140: 60/317 Loss: 17.625370
2023-05-21 22:26: Train Epoch 140: 80/317 Loss: 18.546083
2023-05-21 22:26: Train Epoch 140: 100/317 Loss: 16.050997
2023-05-21 22:26: Train Epoch 140: 120/317 Loss: 15.675746
2023-05-21 22:26: Train Epoch 140: 140/317 Loss: 17.583960
2023-05-21 22:26: Train Epoch 140: 160/317 Loss: 15.794342
2023-05-21 22:26: Train Epoch 140: 180/317 Loss: 17.854273
2023-05-21 22:26: Train Epoch 140: 200/317 Loss: 16.270853
2023-05-21 22:26: Train Epoch 140: 220/317 Loss: 17.696672
2023-05-21 22:26: Train Epoch 140: 240/317 Loss: 14.819703
2023-05-21 22:27: Train Epoch 140: 260/317 Loss: 17.578241
2023-05-21 22:27: Train Epoch 140: 280/317 Loss: 18.486912
2023-05-21 22:27: Train Epoch 140: 300/317 Loss: 16.403955
2023-05-21 22:27: **********Train Epoch 140: averaged Loss: 17.841196, tf_ratio: 1.000000
2023-05-21 22:27: **********Val Epoch 140: average Loss: 19.451335
2023-05-21 22:27: Train Epoch 141: 0/317 Loss: 16.769363
2023-05-21 22:27: Train Epoch 141: 20/317 Loss: 17.155787
2023-05-21 22:27: Train Epoch 141: 40/317 Loss: 18.623810
2023-05-21 22:27: Train Epoch 141: 60/317 Loss: 17.436794
2023-05-21 22:27: Train Epoch 141: 80/317 Loss: 18.895155
2023-05-21 22:28: Train Epoch 141: 100/317 Loss: 15.489308
2023-05-21 22:28: Train Epoch 141: 120/317 Loss: 19.650707
2023-05-21 22:28: Train Epoch 141: 140/317 Loss: 17.910564
2023-05-21 22:28: Train Epoch 141: 160/317 Loss: 16.822342
2023-05-21 22:28: Train Epoch 141: 180/317 Loss: 15.864360
2023-05-21 22:28: Train Epoch 141: 200/317 Loss: 20.073004
2023-05-21 22:28: Train Epoch 141: 220/317 Loss: 18.005709
2023-05-21 22:28: Train Epoch 141: 240/317 Loss: 17.042824
2023-05-21 22:28: Train Epoch 141: 260/317 Loss: 18.106649
2023-05-21 22:28: Train Epoch 141: 280/317 Loss: 18.463741
2023-05-21 22:29: Train Epoch 141: 300/317 Loss: 19.486271
2023-05-21 22:29: **********Train Epoch 141: averaged Loss: 17.813977, tf_ratio: 1.000000
2023-05-21 22:29: **********Val Epoch 141: average Loss: 19.928837
2023-05-21 22:29: Train Epoch 142: 0/317 Loss: 17.891781
2023-05-21 22:29: Train Epoch 142: 20/317 Loss: 17.195604
2023-05-21 22:29: Train Epoch 142: 40/317 Loss: 18.504730
2023-05-21 22:29: Train Epoch 142: 60/317 Loss: 17.229757
2023-05-21 22:29: Train Epoch 142: 80/317 Loss: 15.229856
2023-05-21 22:29: Train Epoch 142: 100/317 Loss: 17.354406
2023-05-21 22:29: Train Epoch 142: 120/317 Loss: 18.010250
2023-05-21 22:30: Train Epoch 142: 140/317 Loss: 16.685328
2023-05-21 22:30: Train Epoch 142: 160/317 Loss: 16.480497
2023-05-21 22:30: Train Epoch 142: 180/317 Loss: 16.403990
2023-05-21 22:30: Train Epoch 142: 200/317 Loss: 15.102731
2023-05-21 22:30: Train Epoch 142: 220/317 Loss: 17.478895
2023-05-21 22:30: Train Epoch 142: 240/317 Loss: 18.088364
2023-05-21 22:30: Train Epoch 142: 260/317 Loss: 20.215944
2023-05-21 22:30: Train Epoch 142: 280/317 Loss: 16.867607
2023-05-21 22:30: Train Epoch 142: 300/317 Loss: 19.128845
2023-05-21 22:30: **********Train Epoch 142: averaged Loss: 17.834242, tf_ratio: 1.000000
2023-05-21 22:31: **********Val Epoch 142: average Loss: 19.776078
2023-05-21 22:31: Train Epoch 143: 0/317 Loss: 18.987270
2023-05-21 22:31: Train Epoch 143: 20/317 Loss: 18.773800
2023-05-21 22:31: Train Epoch 143: 40/317 Loss: 18.627338
2023-05-21 22:31: Train Epoch 143: 60/317 Loss: 18.867121
2023-05-21 22:31: Train Epoch 143: 80/317 Loss: 17.130575
2023-05-21 22:31: Train Epoch 143: 100/317 Loss: 20.376072
2023-05-21 22:31: Train Epoch 143: 120/317 Loss: 16.792234
2023-05-21 22:31: Train Epoch 143: 140/317 Loss: 18.583046
2023-05-21 22:31: Train Epoch 143: 160/317 Loss: 16.958540
2023-05-21 22:31: Train Epoch 143: 180/317 Loss: 18.502546
2023-05-21 22:31: Train Epoch 143: 200/317 Loss: 17.561111
2023-05-21 22:32: Train Epoch 143: 220/317 Loss: 17.163977
2023-05-21 22:32: Train Epoch 143: 240/317 Loss: 18.903303
2023-05-21 22:32: Train Epoch 143: 260/317 Loss: 19.158401
2023-05-21 22:32: Train Epoch 143: 280/317 Loss: 15.750520
2023-05-21 22:32: Train Epoch 143: 300/317 Loss: 16.620033
2023-05-21 22:32: **********Train Epoch 143: averaged Loss: 17.851668, tf_ratio: 1.000000
2023-05-21 22:32: **********Val Epoch 143: average Loss: 19.434643
2023-05-21 22:32: Train Epoch 144: 0/317 Loss: 18.397509
2023-05-21 22:32: Train Epoch 144: 20/317 Loss: 17.820395
2023-05-21 22:32: Train Epoch 144: 40/317 Loss: 17.216061
2023-05-21 22:33: Train Epoch 144: 60/317 Loss: 19.490046
2023-05-21 22:33: Train Epoch 144: 80/317 Loss: 17.314621
2023-05-21 22:33: Train Epoch 144: 100/317 Loss: 18.471703
2023-05-21 22:33: Train Epoch 144: 120/317 Loss: 16.077414
2023-05-21 22:33: Train Epoch 144: 140/317 Loss: 18.476139
2023-05-21 22:33: Train Epoch 144: 160/317 Loss: 16.634644
2023-05-21 22:33: Train Epoch 144: 180/317 Loss: 17.734034
2023-05-21 22:33: Train Epoch 144: 200/317 Loss: 17.987671
2023-05-21 22:33: Train Epoch 144: 220/317 Loss: 16.127264
2023-05-21 22:33: Train Epoch 144: 240/317 Loss: 15.429807
2023-05-21 22:33: Train Epoch 144: 260/317 Loss: 17.450916
2023-05-21 22:34: Train Epoch 144: 280/317 Loss: 15.250289
2023-05-21 22:34: Train Epoch 144: 300/317 Loss: 19.403900
2023-05-21 22:34: **********Train Epoch 144: averaged Loss: 17.794123, tf_ratio: 1.000000
2023-05-21 22:34: **********Val Epoch 144: average Loss: 19.467636
2023-05-21 22:34: Train Epoch 145: 0/317 Loss: 18.792528
2023-05-21 22:34: Train Epoch 145: 20/317 Loss: 18.213701
2023-05-21 22:34: Train Epoch 145: 40/317 Loss: 19.504400
2023-05-21 22:34: Train Epoch 145: 60/317 Loss: 20.136959
2023-05-21 22:34: Train Epoch 145: 80/317 Loss: 18.362688
2023-05-21 22:34: Train Epoch 145: 100/317 Loss: 18.806807
2023-05-21 22:35: Train Epoch 145: 120/317 Loss: 17.693214
2023-05-21 22:35: Train Epoch 145: 140/317 Loss: 16.934006
2023-05-21 22:35: Train Epoch 145: 160/317 Loss: 18.206585
2023-05-21 22:35: Train Epoch 145: 180/317 Loss: 18.482229
2023-05-21 22:35: Train Epoch 145: 200/317 Loss: 19.232485
2023-05-21 22:35: Train Epoch 145: 220/317 Loss: 16.859613
2023-05-21 22:35: Train Epoch 145: 240/317 Loss: 16.145893
2023-05-21 22:35: Train Epoch 145: 260/317 Loss: 18.690109
2023-05-21 22:35: Train Epoch 145: 280/317 Loss: 17.417835
2023-05-21 22:35: Train Epoch 145: 300/317 Loss: 16.904741
2023-05-21 22:35: **********Train Epoch 145: averaged Loss: 17.789969, tf_ratio: 1.000000
2023-05-21 22:36: **********Val Epoch 145: average Loss: 19.397955
2023-05-21 22:36: Train Epoch 146: 0/317 Loss: 17.595608
2023-05-21 22:36: Train Epoch 146: 20/317 Loss: 19.080988
2023-05-21 22:36: Train Epoch 146: 40/317 Loss: 18.594286
2023-05-21 22:36: Train Epoch 146: 60/317 Loss: 20.153534
2023-05-21 22:36: Train Epoch 146: 80/317 Loss: 20.665785
2023-05-21 22:36: Train Epoch 146: 100/317 Loss: 16.800344
2023-05-21 22:36: Train Epoch 146: 120/317 Loss: 19.565491
2023-05-21 22:36: Train Epoch 146: 140/317 Loss: 20.227482
2023-05-21 22:36: Train Epoch 146: 160/317 Loss: 14.713190
2023-05-21 22:37: Train Epoch 146: 180/317 Loss: 17.331301
2023-05-21 22:37: Train Epoch 146: 200/317 Loss: 18.426527
2023-05-21 22:37: Train Epoch 146: 220/317 Loss: 18.613642
2023-05-21 22:37: Train Epoch 146: 240/317 Loss: 17.879183
2023-05-21 22:37: Train Epoch 146: 260/317 Loss: 15.878477
2023-05-21 22:37: Train Epoch 146: 280/317 Loss: 17.237253
2023-05-21 22:37: Train Epoch 146: 300/317 Loss: 17.695887
2023-05-21 22:37: **********Train Epoch 146: averaged Loss: 17.748772, tf_ratio: 1.000000
2023-05-21 22:37: **********Val Epoch 146: average Loss: 19.473912
2023-05-21 22:37: Train Epoch 147: 0/317 Loss: 18.403540
2023-05-21 22:37: Train Epoch 147: 20/317 Loss: 16.298063
2023-05-21 22:38: Train Epoch 147: 40/317 Loss: 18.786299
2023-05-21 22:38: Train Epoch 147: 60/317 Loss: 19.071318
2023-05-21 22:38: Train Epoch 147: 80/317 Loss: 19.035128
2023-05-21 22:38: Train Epoch 147: 100/317 Loss: 18.399382
2023-05-21 22:38: Train Epoch 147: 120/317 Loss: 17.141211
2023-05-21 22:38: Train Epoch 147: 140/317 Loss: 17.917597
2023-05-21 22:38: Train Epoch 147: 160/317 Loss: 17.905050
2023-05-21 22:38: Train Epoch 147: 180/317 Loss: 18.413494
2023-05-21 22:38: Train Epoch 147: 200/317 Loss: 18.875290
2023-05-21 22:39: Train Epoch 147: 220/317 Loss: 17.866882
2023-05-21 22:39: Train Epoch 147: 240/317 Loss: 17.485281
2023-05-21 22:39: Train Epoch 147: 260/317 Loss: 20.046146
2023-05-21 22:39: Train Epoch 147: 280/317 Loss: 17.032867
2023-05-21 22:39: Train Epoch 147: 300/317 Loss: 15.225632
2023-05-21 22:39: **********Train Epoch 147: averaged Loss: 17.787832, tf_ratio: 1.000000
2023-05-21 22:39: **********Val Epoch 147: average Loss: 19.435222
2023-05-21 22:39: Train Epoch 148: 0/317 Loss: 15.876797
2023-05-21 22:39: Train Epoch 148: 20/317 Loss: 17.802521
2023-05-21 22:39: Train Epoch 148: 40/317 Loss: 18.828753
2023-05-21 22:39: Train Epoch 148: 60/317 Loss: 18.800772
2023-05-21 22:40: Train Epoch 148: 80/317 Loss: 15.616159
2023-05-21 22:40: Train Epoch 148: 100/317 Loss: 19.698675
2023-05-21 22:40: Train Epoch 148: 120/317 Loss: 17.198826
2023-05-21 22:40: Train Epoch 148: 140/317 Loss: 17.407402
2023-05-21 22:40: Train Epoch 148: 160/317 Loss: 17.678995
2023-05-21 22:40: Train Epoch 148: 180/317 Loss: 18.017328
2023-05-21 22:40: Train Epoch 148: 200/317 Loss: 16.885269
2023-05-21 22:40: Train Epoch 148: 220/317 Loss: 18.145025
2023-05-21 22:40: Train Epoch 148: 240/317 Loss: 18.486172
2023-05-21 22:40: Train Epoch 148: 260/317 Loss: 15.683367
2023-05-21 22:40: Train Epoch 148: 280/317 Loss: 17.290991
2023-05-21 22:40: Train Epoch 148: 300/317 Loss: 18.506927
2023-05-21 22:41: **********Train Epoch 148: averaged Loss: 17.757172, tf_ratio: 1.000000
2023-05-21 22:41: **********Val Epoch 148: average Loss: 19.412991
2023-05-21 22:41: Train Epoch 149: 0/317 Loss: 16.875380
2023-05-21 22:41: Train Epoch 149: 20/317 Loss: 18.010460
2023-05-21 22:41: Train Epoch 149: 40/317 Loss: 19.055532
2023-05-21 22:41: Train Epoch 149: 60/317 Loss: 16.263189
2023-05-21 22:41: Train Epoch 149: 80/317 Loss: 18.990234
2023-05-21 22:41: Train Epoch 149: 100/317 Loss: 19.691715
2023-05-21 22:41: Train Epoch 149: 120/317 Loss: 16.233522
2023-05-21 22:41: Train Epoch 149: 140/317 Loss: 17.854498
2023-05-21 22:41: Train Epoch 149: 160/317 Loss: 17.625608
2023-05-21 22:41: Train Epoch 149: 180/317 Loss: 18.072021
2023-05-21 22:41: Train Epoch 149: 200/317 Loss: 17.982420
2023-05-21 22:42: Train Epoch 149: 220/317 Loss: 19.618975
2023-05-21 22:42: Train Epoch 149: 240/317 Loss: 18.147118
2023-05-21 22:42: Train Epoch 149: 260/317 Loss: 17.773809
2023-05-21 22:42: Train Epoch 149: 280/317 Loss: 20.564596
2023-05-21 22:42: Train Epoch 149: 300/317 Loss: 18.385654
2023-05-21 22:42: **********Train Epoch 149: averaged Loss: 17.711220, tf_ratio: 1.000000
2023-05-21 22:42: **********Val Epoch 149: average Loss: 19.496714
2023-05-21 22:42: Train Epoch 150: 0/317 Loss: 16.267994
2023-05-21 22:42: Train Epoch 150: 20/317 Loss: 17.769634
2023-05-21 22:42: Train Epoch 150: 40/317 Loss: 17.824078
2023-05-21 22:42: Train Epoch 150: 60/317 Loss: 16.751944
2023-05-21 22:42: Train Epoch 150: 80/317 Loss: 20.202744
2023-05-21 22:42: Train Epoch 150: 100/317 Loss: 19.797215
2023-05-21 22:43: Train Epoch 150: 120/317 Loss: 17.926136
2023-05-21 22:43: Train Epoch 150: 140/317 Loss: 20.180006
2023-05-21 22:43: Train Epoch 150: 160/317 Loss: 16.304907
2023-05-21 22:43: Train Epoch 150: 180/317 Loss: 19.248129
2023-05-21 22:43: Train Epoch 150: 200/317 Loss: 17.354574
2023-05-21 22:43: Train Epoch 150: 220/317 Loss: 18.703485
2023-05-21 22:43: Train Epoch 150: 240/317 Loss: 19.363857
2023-05-21 22:43: Train Epoch 150: 260/317 Loss: 17.675806
2023-05-21 22:43: Train Epoch 150: 280/317 Loss: 17.376902
2023-05-21 22:43: Train Epoch 150: 300/317 Loss: 16.686462
2023-05-21 22:43: **********Train Epoch 150: averaged Loss: 17.764974, tf_ratio: 1.000000
2023-05-21 22:43: **********Val Epoch 150: average Loss: 19.534930
2023-05-21 22:43: Train Epoch 151: 0/317 Loss: 19.278759
2023-05-21 22:44: Train Epoch 151: 20/317 Loss: 18.963346
2023-05-21 22:44: Train Epoch 151: 40/317 Loss: 16.460083
2023-05-21 22:44: Train Epoch 151: 60/317 Loss: 18.375446
2023-05-21 22:44: Train Epoch 151: 80/317 Loss: 17.437782
2023-05-21 22:44: Train Epoch 151: 100/317 Loss: 18.265575
2023-05-21 22:44: Train Epoch 151: 120/317 Loss: 16.501572
2023-05-21 22:44: Train Epoch 151: 140/317 Loss: 17.701738
2023-05-21 22:44: Train Epoch 151: 160/317 Loss: 19.427622
2023-05-21 22:44: Train Epoch 151: 180/317 Loss: 18.601252
2023-05-21 22:44: Train Epoch 151: 200/317 Loss: 18.498644
2023-05-21 22:44: Train Epoch 151: 220/317 Loss: 18.293221
2023-05-21 22:44: Train Epoch 151: 240/317 Loss: 19.622948
2023-05-21 22:44: Train Epoch 151: 260/317 Loss: 17.947395
2023-05-21 22:45: Train Epoch 151: 280/317 Loss: 17.275585
2023-05-21 22:45: Train Epoch 151: 300/317 Loss: 17.114882
2023-05-21 22:45: **********Train Epoch 151: averaged Loss: 17.723175, tf_ratio: 1.000000
2023-05-21 22:45: **********Val Epoch 151: average Loss: 19.429492
2023-05-21 22:45: Train Epoch 152: 0/317 Loss: 16.245827
2023-05-21 22:45: Train Epoch 152: 20/317 Loss: 17.489628
2023-05-21 22:45: Train Epoch 152: 40/317 Loss: 17.565540
2023-05-21 22:45: Train Epoch 152: 60/317 Loss: 18.389854
2023-05-21 22:45: Train Epoch 152: 80/317 Loss: 17.296070
2023-05-21 22:45: Train Epoch 152: 100/317 Loss: 17.547783
2023-05-21 22:45: Train Epoch 152: 120/317 Loss: 17.618069
2023-05-21 22:45: Train Epoch 152: 140/317 Loss: 17.222290
2023-05-21 22:45: Train Epoch 152: 160/317 Loss: 18.077698
2023-05-21 22:46: Train Epoch 152: 180/317 Loss: 18.966528
2023-05-21 22:46: Train Epoch 152: 200/317 Loss: 15.895141
2023-05-21 22:46: Train Epoch 152: 220/317 Loss: 17.026180
2023-05-21 22:46: Train Epoch 152: 240/317 Loss: 18.803427
2023-05-21 22:46: Train Epoch 152: 260/317 Loss: 19.653305
2023-05-21 22:46: Train Epoch 152: 280/317 Loss: 15.412078
2023-05-21 22:46: Train Epoch 152: 300/317 Loss: 16.658201
2023-05-21 22:46: **********Train Epoch 152: averaged Loss: 17.751509, tf_ratio: 1.000000
2023-05-21 22:46: **********Val Epoch 152: average Loss: 20.582692
2023-05-21 22:46: Train Epoch 153: 0/317 Loss: 18.855474
2023-05-21 22:46: Train Epoch 153: 20/317 Loss: 17.147497
2023-05-21 22:47: Train Epoch 153: 40/317 Loss: 16.851089
2023-05-21 22:47: Train Epoch 153: 60/317 Loss: 19.097084
2023-05-21 22:47: Train Epoch 153: 80/317 Loss: 16.545425
2023-05-21 22:47: Train Epoch 153: 100/317 Loss: 18.633797
2023-05-21 22:47: Train Epoch 153: 120/317 Loss: 20.316605
2023-05-21 22:47: Train Epoch 153: 140/317 Loss: 18.812773
2023-05-21 22:47: Train Epoch 153: 160/317 Loss: 17.821249
2023-05-21 22:47: Train Epoch 153: 180/317 Loss: 19.925041
2023-05-21 22:47: Train Epoch 153: 200/317 Loss: 16.765684
2023-05-21 22:47: Train Epoch 153: 220/317 Loss: 19.625643
2023-05-21 22:47: Train Epoch 153: 240/317 Loss: 19.406157
2023-05-21 22:48: Train Epoch 153: 260/317 Loss: 19.599329
2023-05-21 22:48: Train Epoch 153: 280/317 Loss: 19.151819
2023-05-21 22:48: Train Epoch 153: 300/317 Loss: 16.374174
2023-05-21 22:48: **********Train Epoch 153: averaged Loss: 17.710428, tf_ratio: 1.000000
2023-05-21 22:48: **********Val Epoch 153: average Loss: 19.412483
2023-05-21 22:48: Train Epoch 154: 0/317 Loss: 15.919473
2023-05-21 22:48: Train Epoch 154: 20/317 Loss: 16.128784
2023-05-21 22:48: Train Epoch 154: 40/317 Loss: 18.272211
2023-05-21 22:48: Train Epoch 154: 60/317 Loss: 17.955420
2023-05-21 22:48: Train Epoch 154: 80/317 Loss: 17.695740
2023-05-21 22:48: Train Epoch 154: 100/317 Loss: 16.910170
2023-05-21 22:49: Train Epoch 154: 120/317 Loss: 17.441990
2023-05-21 22:49: Train Epoch 154: 140/317 Loss: 17.687157
2023-05-21 22:49: Train Epoch 154: 160/317 Loss: 18.035210
2023-05-21 22:49: Train Epoch 154: 180/317 Loss: 19.514872
2023-05-21 22:49: Train Epoch 154: 200/317 Loss: 18.102186
